"","RecordType","Latitude","Longitude","ZIP","VIN","MAKE","MODEL","BODY","YEAR","SELLER","CITY","COUNTYNUM","WGT","STATE","MON","NewUsed","RecodedType","Geography","NewZips","CarCount","Dealer"
"2123209","CarSale",38.92,-121.31,95648,"3CZRM3H31FG716822","HOND","CR-V LX","UT",2015,"AUTONATION HONDA ROSEVILLE","LINCOLN",61,"R","CA",201512,"New",1,2,95648,1,NA
"2123210","CarSale",38.92,-121.31,95648,"3CZRM3H58FG711800","HOND","CR-V EX","UT",2015,"AUTONATION HONDA ROSEVILLE","LINCOLN",61,"R","CA",201512,"New",1,2,95648,1,NA
"2123211","CarSale",38.92,-121.31,95648,"5FNRL5H6XGB028193","HOND","ODYSSEY EXL","VN",2016,"AUTONATION HONDA ROSEVILLE","LINCOLN",61,"","CA",201512,"New",1,2,95648,1,NA
"2123212","CarSale",38.92,-121.31,95648,"5FNRL5H91GB027931","HOND","ODYSSEY TOU","VN",2016,"AUTONATION HONDA ROSEVILLE","LINCOLN",61,"","CA",201512,"New",1,2,95648,1,NA
"2123213","CarSale",38.92,-121.31,95648,"5FNYF6H30GB029514","HOND","PILOT EX","UT",2016,"AUTONATION HONDA ROSEVILLE","LINCOLN",61,"","CA",201512,"New",1,2,95648,1,NA
"2123214","CarSale",38.92,-121.31,95648,"5FNYF6H58GB042433","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","LINCOLN",61,"","CA",201512,"New",1,2,95648,1,NA
"2123371","CarSale",38.92,-121.31,95648,"5FNYF3H48CB043338","HOND","PILOT EX","UT",2012,"AUTONATION HONDA ROSEVILLE","LINCOLN",61,"","CA",201512,"Used",2,2,95648,1,NA
"2123372","CarSale",38.92,-121.31,95648,"5J6RM4H75EL110983","HOND","CR-V EX-L","UT",2014,"AUTONATION HONDA ROSEVILLE","LINCOLN",61,"","CA",201512,"Used",2,2,95648,1,NA
"2123373","CarSale",38.92,-121.31,95648,"1J4PN2GK2AW127473","JEP","LIBERTY SPT","UT",2010,"AUTONATION HONDA ROSEVILLE","LINCOLN",61,"","CA",201512,"Used",2,2,95648,1,NA
"2123380","CarSale",38.92,-121.31,95648,"1HGCR2F58DA034478","HOND","ACCORD SPRT","4D",2013,"ELK GROVE HONDA","LINCOLN",61,"","CA",201512,"Used",2,2,95648,1,NA
"2133557","CarSale",38.92,-121.09,95603,"5FNRL5H45FB040684","HOND","ODYSSEY EX","VN",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201501,"New",1,2,95603,1,NA
"2134151","CarSale",38.92,-121.09,95603,"2HGFB2F69CH552934","HOND","CIVIC HF","4D",2012,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201504,"Used",2,2,95603,1,NA
"2134478","CarSale",38.92,-121.09,95603,"19XFB2F78FE250705","HOND","CIVIC SE","CP",2015,"FOLSOM LAKE HONDA","AUBURN",61,"","CA",201507,"New",1,2,95603,1,NA
"2134788","CarSale",38.92,-121.09,95603,"1HGCR2F74FA065747","HOND","ACCORD EX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201501,"New",1,2,95603,1,NA
"2134860","CarSale",38.92,-121.09,95603,"1HGCR2F74FA023613","HOND","ACCORD EX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201502,"New",1,2,95603,1,NA
"2134861","CarSale",38.92,-121.09,95603,"5FNYF4H50FB048360","HOND","PILOT EXL","UT",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201502,"New",1,2,95603,1,NA
"2135218","CarSale",38.92,-121.09,95603,"2HGFB2F52FH535291","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201505,"New",1,2,95603,1,NA
"2135219","CarSale",38.92,-121.09,95603,"3HGGK5H83FM750760","HOND","FIT EX-L","5D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201505,"New",1,2,95603,1,NA
"2135340","CarSale",38.92,-121.09,95603,"1HGCR2F51FA142086","HOND","ACCORD SPRT","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201506,"New",1,2,95603,1,NA
"2135341","CarSale",38.92,-121.09,95603,"1HGCR2F52FA166395","HOND","ACCORD SPRT","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201506,"New",1,2,95603,1,NA
"2135342","CarSale",38.92,-121.09,95603,"2HGFB2F88FH523141","HOND","CIVIC EX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201506,"New",1,2,95603,1,NA
"2135426","CarSale",38.92,-121.09,95603,"5FNRL5H61CB030568","HOND","ODYSSEY EXL","VN",2012,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201501,"Used",2,2,95603,1,NA
"2135464","CarSale",38.92,-121.09,95603,"1HGCR2F33GA045584","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201512,"New",1,2,95603,1,NA
"2135531","CarSale",38.92,-121.09,95603,"5J6RM3H57CL019283","HOND","CR-V EX","UT",2012,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201503,"Used",2,2,95603,1,NA
"2135719","CarSale",38.92,-121.09,95603,"5FNRL5H48CB138054","HOND","ODYSSEY EX","VN",2012,"FOLSOM LAKE HONDA","AUBURN",61,"","CA",201506,"Used",2,2,95603,1,NA
"2135816","CarSale",38.92,-121.09,95603,"5J6RM4H34FL080552","HOND","CR-V LX","UT",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201507,"New",1,2,95603,1,NA
"2135883","CarSale",38.92,-121.09,95603,"2HGFB2F80CH565668","HOND","CIVIC EX","4D",2012,"FOLSOM LAKE HONDA","AUBURN",61,"","CA",201507,"Used",2,2,95603,1,NA
"2135990","CarSale",38.92,-121.09,95603,"19XFB2F55FE261322","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201508,"New",1,2,95603,1,NA
"2135991","CarSale",38.92,-121.09,95603,"1HGCR2F52FA172598","HOND","ACCORD SPRT","4D",2015,"FOLSOM LAKE HONDA","AUBURN",61,"","CA",201508,"New",1,2,95603,1,NA
"2136160","CarSale",38.92,-121.09,95603,"19XFB2F57FE283290","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201509,"New",1,2,95603,1,NA
"2136161","CarSale",38.92,-121.09,95603,"1HGCR2F35FA261550","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201509,"New",1,2,95603,1,NA
"2136162","CarSale",38.92,-121.09,95603,"3CZRM3H33FG712609","HOND","CR-V LX","UT",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201509,"New",1,2,95603,1,NA
"2136163","CarSale",38.92,-121.09,95603,"5FNYF5H94GB009040","HOND","PILOT TOUR","UT",2016,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201509,"New",1,2,95603,1,NA
"2136166","CarSale",38.92,-121.09,95603,"19XFB2F97FE274351","HOND","CIVIC EX-L","4D",2015,"FOLSOM LAKE HONDA","AUBURN",61,"","CA",201509,"New",1,2,95603,1,NA
"2136352","CarSale",38.92,-121.09,95603,"5FNRL5H69FB128865","HOND","ODYSSEY EXL","VN",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201510,"New",1,2,95603,1,NA
"2136516","CarSale",38.92,-121.09,95603,"1HGCR2F89GA033449","HOND","ACCORD EX-L","4D",2016,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201511,"New",1,2,95603,1,NA
"2136517","CarSale",38.92,-121.09,95603,"2HKRM4H56FH707859","HOND","CR-V EX","UT",2015,"FOLSOM LAKE HONDA","AUBURN",61,"R","CA",201511,"New",1,2,95603,1,NA
"2136641","CarSale",38.92,-121.09,95603,"2HKRM4H75FH693793","HOND","CR-V EX-L","UT",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201512,"New",1,2,95603,1,NA
"2136642","CarSale",38.92,-121.09,95603,"5FNYF6H60GB043438","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201512,"New",1,2,95603,1,NA
"2138429","CarSale",38.92,-121.09,95603,"1HGCR2F37FA216366","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201508,"New",1,2,95603,1,NA
"2138713","CarSale",38.93,-122.8,95451,"5FNRL5H67CB144560","HOND","ODYSSEY EXL","VN",2012,"ELK GROVE HONDA","KELSEYVILLE",33,"P","CA",201508,"Used",2,0,95451,1,NA
"2139129","CarSale",38.95,-121.48,95674,"19XFB2F88FE259798","HOND","CIVIC EX","4D",2015,"AUTONATION HONDA ROSEVILLE","RIO OSO",101,"","CA",201507,"New",1,1,95674,1,NA
"2140125","CarSale",38.98,-120.12,96151,"5J6RM4H30FL073839","HOND","CR-V LX","UT",2015,"ELK GROVE HONDA","S LAKE TAHOE",17,"R","CA",201508,"New",1,2,96151,1,NA
"2146750","CarSale",38.99,-121.1,95602,"5J6TF2H57FL004054","HOND","CROSS TOUR","UT",2015,"FOLSOM LAKE HONDA","AUBURN",61,"","CA",201506,"New",1,2,95602,1,NA
"2147302","CarSale",38.99,-121.1,95602,"5FNRL5H42FB034325","HOND","ODYSSEY EX","VN",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201501,"New",1,2,95602,1,NA
"2147303","CarSale",38.99,-121.1,95602,"5FNYF3H43FB008761","HOND","PILOT EX","UT",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201501,"New",1,2,95602,1,NA
"2147304","CarSale",38.99,-121.1,95602,"5FNRL5H68FB050952","HOND","ODYSSEY EXL","VN",2015,"FOLSOM LAKE HONDA","AUBURN",61,"R","CA",201501,"New",1,2,95602,1,NA
"2147344","CarSale",38.99,-121.1,95602,"5FNYF4H55FB050184","HOND","PILOT EXL","UT",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201502,"New",1,2,95602,1,NA
"2147391","CarSale",38.99,-121.1,95602,"2HGFB2F59FH522716","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201503,"New",1,2,95602,1,NA
"2147436","CarSale",38.99,-121.1,95602,"2HGFB2F58FH519175","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201504,"New",1,2,95602,1,NA
"2147491","CarSale",38.99,-121.1,95602,"2HGFB2F54FH534806","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201505,"New",1,2,95602,1,NA
"2147492","CarSale",38.99,-121.1,95602,"2HGFB2F88FH533913","HOND","CIVIC EX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201505,"New",1,2,95602,1,NA
"2147493","CarSale",38.99,-121.1,95602,"3HGGK5H82FM741287","HOND","FIT EX-L","5D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201505,"New",1,2,95602,1,NA
"2147494","CarSale",38.99,-121.1,95602,"5FNRL5H99FB086109","HOND","ODYSSEY TOU","VN",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201505,"New",1,2,95602,1,NA
"2147495","CarSale",38.99,-121.1,95602,"5FNYF4H54FB068806","HOND","PILOT EXL","UT",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201505,"New",1,2,95602,1,NA
"2147542","CarSale",38.99,-121.1,95602,"2HGFG3B80FH521025","HOND","CIVIC EX","CP",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201506,"New",1,2,95602,1,NA
"2147543","CarSale",38.99,-121.1,95602,"3CZRU6H79GM701007","HOND","HR-V EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201506,"New",1,2,95602,1,NA
"2147544","CarSale",38.99,-121.1,95602,"1HGCR2F39FA137104","HOND","ACCORD LX","4D",2015,"FOLSOM LAKE HONDA","AUBURN",61,"","CA",201506,"New",1,2,95602,1,NA
"2147581","CarSale",38.99,-121.1,95602,"1HGCR2F89DA278389","HOND","ACCORD EX-L","4D",2013,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201501,"Used",2,2,95602,1,NA
"2147832","CarSale",38.99,-121.1,95602,"2HGFB6E5XFH706572","HOND","CIVIC Si","CP",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201507,"New",1,2,95602,1,NA
"2148021","CarSale",38.99,-121.1,95602,"1HGCR2F58FA270633","HOND","ACCORD SPRT","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201509,"New",1,2,95602,1,NA
"2148022","CarSale",38.99,-121.1,95602,"1HGCR3F83FA037257","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201509,"New",1,2,95602,1,NA
"2148023","CarSale",38.99,-121.1,95602,"5FNYF6H31GB015346","HOND","PILOT EX","UT",2016,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201509,"New",1,2,95602,1,NA
"2148024","CarSale",38.99,-121.1,95602,"5J6RM4H92FL114783","HOND","CR-V TOUR","UT",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201509,"New",1,2,95602,1,NA
"2148025","CarSale",38.99,-121.1,95602,"1HGCR3F83FA025948","HOND","ACCORD EX-L","4D",2015,"FOLSOM LAKE HONDA","AUBURN",61,"R","CA",201509,"New",1,2,95602,1,NA
"2148068","CarSale",38.99,-121.1,95602,"19XFA16589E048558","HOND","CIVIC LX","4D",2009,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201509,"Used",2,2,95602,1,NA
"2148069","CarSale",38.99,-121.1,95602,"2HGFG3B8XCH522517","HOND","CIVIC EX","CP",2012,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201509,"Used",2,2,95602,1,NA
"2148129","CarSale",38.99,-121.1,95602,"19XFB2F57FE278915","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"R","CA",201510,"New",1,2,95602,1,NA
"2148130","CarSale",38.99,-121.1,95602,"1HGCR2F92GA032393","HOND","ACCORD EX-L","4D",2016,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201510,"New",1,2,95602,1,NA
"2148131","CarSale",38.99,-121.1,95602,"5FNYF6H52GB026440","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201510,"New",1,2,95602,1,NA
"2148171","CarSale",38.99,-121.1,95602,"19XFB2F80DE238330","HOND","CIVIC EX","4D",2013,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201510,"Used",2,2,95602,1,NA
"2148234","CarSale",38.99,-121.1,95602,"19XFB2F50FE298908","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201511,"New",1,2,95602,1,NA
"2148235","CarSale",38.99,-121.1,95602,"2HGFB2F99FH532388","HOND","CIVIC EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201511,"New",1,2,95602,1,NA
"2148336","CarSale",38.99,-121.1,95602,"3CZRU6H72GM724645","HOND","HR-V EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","AUBURN",61,"","CA",201512,"New",1,2,95602,1,NA
"2149946","CarSale",38.99,-121,95703,"2HGFG4A53FH704755","HOND","CIVIC Si","CP",2015,"AUTONATION HONDA ROSEVILLE","APPLEGATE",61,"","CA",201507,"New",1,2,95703,1,NA
"2149978","CarSale",38.99,-121,95703,"5FNRL5H62FB129498","HOND","ODYSSEY EXL","VN",2015,"ELK GROVE HONDA","APPLEGATE",61,"","CA",201510,"New",1,2,95703,1,NA
"2149998","CarSale",38.99,-121,95703,"19XFB2F50CE376843","HOND","CIVIC LX","4D",2012,"AUTONATION HONDA ROSEVILLE","APPLEGATE",61,"","CA",201512,"Used",2,2,95703,1,NA
"2150165","CarSale",38.99,-119.95,89448,"2HKRM4H71FH646843","HOND","CR-V EX-L","UT",2015,"AUTONATION HONDA ROSEVILLE","ZEPHYR COVE",NA,"P","NV",201506,"New",1,0,89448,1,NA
"2150477","CarSale",39,-121.35,95681,"5J6RM4H31FL017019","HOND","CR-V LX","UT",2015,"AUTONATION HONDA ROSEVILLE","SHERIDAN",61,"R","CA",201501,"New",1,2,95681,1,NA
"2150481","CarSale",39,-121.35,95681,"1HGCR2F75FA123803","HOND","ACCORD EX","4D",2015,"AUTONATION HONDA ROSEVILLE","SHERIDAN",61,"","CA",201503,"New",1,2,95681,1,NA
"2150534","CarSale",39,-121.35,95681,"5J6TF1H54FL001428","HOND","CROSS TOUR","UT",2015,"AUTONATION HONDA ROSEVILLE","SHERIDAN",61,"","CA",201511,"New",1,2,95681,1,NA
"2150541","CarSale",39,-121.35,95681,"2HGFB2F77FH535854","HOND","CIVIC SE","CP",2015,"AUTONATION HONDA ROSEVILLE","SHERIDAN",61,"","CA",201512,"New",1,2,95681,1,NA
"2150612","CarSale",39,-121.35,95681,"1HGCR2F58FA273810","HOND","ACCORD SPRT","4D",2015,"AUTONATION HONDA ROSEVILLE","SHERIDAN",61,"","CA",201510,"New",1,2,95681,1,NA
"2152312","CarSale",39,-121.03,95722,"19XFB2F52FE283584","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","MEADOW VISTA",61,"","CA",201509,"New",1,2,95722,1,NA
"2152313","CarSale",39,-121.03,95722,"JHMZE2H58ES003050","HOND","INSIGHT LX","5D",2014,"AUTONATION HONDA ROSEVILLE","MEADOW VISTA",61,"","CA",201509,"New",1,2,95722,1,NA
"2152314","CarSale",39,-121.03,95722,"5J6TF1H56FL002029","HOND","CROSS TOUR","UT",2015,"AUTONATION HONDA ROSEVILLE","MEADOW VISTA",61,"","CA",201509,"New",1,2,95722,1,NA
"2152349","CarSale",39,-121.03,95722,"19XFB2F92FE253410","HOND","CIVIC EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","MEADOW VISTA",61,"","CA",201510,"New",1,2,95722,1,NA
"2152802","CarSale",39.01,-120.16,96142,"2HGFB2E58FH532719","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","TAHOMA",61,"R","CA",201506,"New",1,2,96142,1,NA
"2152872","CarSale",39.01,-120.16,96142,"1GTR2VE77DZ376457","GMC","1500 4x4 EX","PU",2013,"AUTONATION HONDA ROSEVILLE","TAHOMA",61,"","CA",201512,"Used",2,2,96142,1,NA
"2160079","CarSale",39.02,-121.62,95991,"1HGCR2F37FA107633","HOND","ACCORD LX","4D",2015,"FOLSOM LAKE HONDA","YUBA CITY",101,"R","CA",201503,"New",1,1,95991,1,NA
"2160080","CarSale",39.02,-121.62,95991,"2HGFG4A5XFH703425","HOND","CIVIC Si","CP",2015,"FOLSOM LAKE HONDA","YUBA CITY",101,"","CA",201503,"New",1,1,95991,1,NA
"2161493","CarSale",39.02,-121.62,95991,"1HGCR2F80FA063941","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201501,"New",1,1,95991,1,NA
"2161494","CarSale",39.02,-121.62,95991,"1HGCR2F85FA014556","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"R","CA",201501,"New",1,1,95991,1,NA
"2161594","CarSale",39.02,-121.62,95991,"1HGCR2F52FA020501","HOND","ACCORD SPRT","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201502,"New",1,1,95991,1,NA
"2161595","CarSale",39.02,-121.62,95991,"1HGCR2F53FA102589","HOND","ACCORD SPRT","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201502,"New",1,1,95991,1,NA
"2161596","CarSale",39.02,-121.62,95991,"1HGCR2F74FA062721","HOND","ACCORD EX","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201502,"New",1,1,95991,1,NA
"2161597","CarSale",39.02,-121.62,95991,"2HKRM3H70FH510567","HOND","CR-V EX-L","UT",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201502,"New",1,1,95991,1,NA
"2161598","CarSale",39.02,-121.62,95991,"5J6RM4H54FL033006","HOND","CR-V EX","UT",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201502,"New",1,1,95991,1,NA
"2161791","CarSale",39.02,-121.62,95991,"2HGFB2E57FH528824","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201504,"New",1,1,95991,1,NA
"2161902","CarSale",39.02,-121.62,95991,"1HGCR2F30FA139789","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"R","CA",201505,"New",1,1,95991,1,NA
"2161903","CarSale",39.02,-121.62,95991,"1HGCR6F75FA009985","HOND","ACCORD HYBR","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201505,"New",1,1,95991,1,NA
"2161904","CarSale",39.02,-121.62,95991,"2HGFB2F55FH533602","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"R","CA",201505,"New",1,1,95991,1,NA
"2161905","CarSale",39.02,-121.62,95991,"2HGFG3B83FH512996","HOND","CIVIC EX","CP",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201505,"New",1,1,95991,1,NA
"2161906","CarSale",39.02,-121.62,95991,"5FNYF3H3XFB027475","HOND","PILOT SE","UT",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201505,"New",1,1,95991,1,NA
"2161982","CarSale",39.02,-121.62,95991,"WDBUF56XX9B395709","MERZ","E350","4D",2009,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201511,"Used",2,1,95991,1,NA
"2162018","CarSale",39.02,-121.62,95991,"1HGCR2F52FA148818","HOND","ACCORD SPRT","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"R","CA",201506,"New",1,1,95991,1,NA
"2162019","CarSale",39.02,-121.62,95991,"1HGCR2F86FA090433","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201506,"New",1,1,95991,1,NA
"2162020","CarSale",39.02,-121.62,95991,"2HGFG3B57FH511789","HOND","CIVIC LX","CP",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201506,"New",1,1,95991,1,NA
"2162021","CarSale",39.02,-121.62,95991,"2HKRM4H37FH638713","HOND","CR-V LX","UT",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"R","CA",201506,"New",1,1,95991,1,NA
"2162375","CarSale",39.02,-121.62,95991,"5FNYF4H65AB035217","HOND","PILOT EXL","UT",2010,"ELK GROVE HONDA","YUBA CITY",101,"","CA",201504,"Used",2,1,95991,1,NA
"2162587","CarSale",39.02,-121.62,95991,"WDDGF54X09R059839","MERZ","C300","4D",2009,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201506,"Used",2,1,95991,1,NA
"2162592","CarSale",39.02,-121.62,95991,"19XFA16569E005997","HOND","CIVIC LX","4D",2009,"FOLSOM LAKE HONDA","YUBA CITY",101,"","CA",201506,"Used",2,1,95991,1,NA
"2162744","CarSale",39.02,-121.62,95991,"19XFB2F76FE266031","HOND","CIVIC SE","CP",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201507,"New",1,1,95991,1,NA
"2162745","CarSale",39.02,-121.62,95991,"1HGCR2F58FA218922","HOND","ACCORD SPRT","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201507,"New",1,1,95991,1,NA
"2162746","CarSale",39.02,-121.62,95991,"1HGCR2F7XFA187075","HOND","ACCORD EX","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201507,"New",1,1,95991,1,NA
"2162747","CarSale",39.02,-121.62,95991,"3CZRU6H75GM702459","HOND","HR-V EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201507,"New",1,1,95991,1,NA
"2162966","CarSale",39.02,-121.62,95991,"3CZRU5H56GM711969","HOND","HR-V EX","UT",2016,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201508,"New",1,1,95991,1,NA
"2162967","CarSale",39.02,-121.62,95991,"5FNRL5H41FB082947","HOND","ODYSSEY EX","VN",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201508,"New",1,1,95991,1,NA
"2162968","CarSale",39.02,-121.62,95991,"5FNRL5H62FB083090","HOND","ODYSSEY EXL","VN",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201508,"New",1,1,95991,1,NA
"2162969","CarSale",39.02,-121.62,95991,"5FNYF6H5XGB007196","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201508,"New",1,1,95991,1,NA
"2162971","CarSale",39.02,-121.62,95991,"2HGFB2F92FH526240","HOND","CIVIC EX-L","4D",2015,"ELK GROVE HONDA","YUBA CITY",101,"","CA",201508,"New",1,1,95991,1,NA
"2162972","CarSale",39.02,-121.62,95991,"1HGCR2F37FA176807","HOND","ACCORD LX","4D",2015,"FOLSOM LAKE HONDA","YUBA CITY",101,"R","CA",201508,"New",1,1,95991,1,NA
"2163184","CarSale",39.02,-121.62,95991,"1HGCR2F37FA274848","HOND","ACCORD LX","4D",2015,"ELK GROVE HONDA","YUBA CITY",101,"R","CA",201509,"New",1,1,95991,1,NA
"2163270","CarSale",39.02,-121.62,95991,"1HGCR2F53EA189814","HOND","ACCORD SPRT","4D",2014,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201509,"Used",2,1,95991,1,NA
"2163402","CarSale",39.02,-121.62,95991,"1HGCR2F56FA194684","HOND","ACCORD SPRT","4D",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201510,"New",1,1,95991,1,NA
"2163588","CarSale",39.02,-121.62,95991,"5J6RM4H90FL129086","HOND","CR-V TOUR","UT",2015,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201511,"New",1,1,95991,1,NA
"2163768","CarSale",39.02,-121.62,95991,"2HGFC2F73GH515275","HOND","CIVIC EX","4D",2016,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201512,"New",1,1,95991,1,NA
"2163769","CarSale",39.02,-121.62,95991,"5FNYF6H58GB042366","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","YUBA CITY",101,"","CA",201512,"New",1,1,95991,1,NA
"2163771","CarSale",39.02,-121.62,95991,"1HGCR2F51GA071151","HOND","ACCORD SPRT","4D",2016,"FOLSOM LAKE HONDA","YUBA CITY",101,"","CA",201512,"New",1,1,95991,1,NA
"2163772","CarSale",39.02,-121.62,95991,"1HGCR2F57GA044505","HOND","ACCORD SPRT","4D",2016,"FOLSOM LAKE HONDA","YUBA CITY",101,"","CA",201512,"New",1,1,95991,1,NA
"2166102","CarSale",39.02,-94.74,66216,"2HKRM4H52FH645022","HOND","CR-V EX","UT",2015,"AUTONATION HONDA ROSEVILLE","SHAWNEE",NA,"P","KS",201507,"New",1,0,66216,1,NA
